10000,0.00942187,0.0048295
20000,0.0137984,0.00725908
30000,0.0167514,0.00861788
40000,0.0195242,0.00967808
50000,0.0235059,0.0113028
60000,0.0284308,0.0136338
70000,0.0347498,0.0160429
80000,0.0500506,0.0194625
90000,0.0448245,0.0229475
100000,0.0528163,0.0248045
110000,0.0563617,0.0270307
120000,0.063781,0.0314162
130000,0.0670028,0.0336882
140000,0.0749864,0.0349028
150000,0.077345,0.0385533
160000,0.084548,0.0421219
170000,0.0889473,0.0441461
180000,0.0939205,0.0452392
190000,0.0980167,0.0502378
200000,0.107736,0.0497961
210000,0.109009,0.055622
220000,0.114874,0.056511
230000,0.122134,0.0598233
240000,0.128856,0.0618861
250000,0.131916,0.0666175
260000,0.138371,0.0680798
270000,0.190671,0.0714929
280000,0.151957,0.0746783
290000,0.155747,0.0760701
300000,0.163012,0.0783452
310000,0.165968,0.087124
320000,0.174698,0.0858392
330000,0.177367,0.087976
340000,0.184062,0.0936816
350000,0.189678,0.0934967
360000,0.195106,0.109344
370000,0.200741,0.101588
380000,0.20579,0.108187
390000,0.214049,0.107843
400000,0.219947,0.112258
410000,0.222093,0.112408
420000,0.229302,0.115059
430000,0.23151,0.118439
440000,0.236252,0.118861
450000,0.243927,0.123058
460000,0.249366,0.13056
470000,0.254728,0.131063
480000,0.26219,0.131744
490000,0.267771,0.136322
500000,0.275478,0.136472
510000,0.288634,0.139152
520000,0.285666,0.14412
530000,0.289088,0.145928
540000,0.295583,0.150005
550000,0.31635,0.152994
560000,0.313491,0.154064
570000,0.313992,0.157689
580000,0.320121,0.162531
590000,0.325021,0.164683
600000,0.333906,0.17199
610000,0.338106,0.173526
620000,0.342322,0.173182
630000,0.349157,0.178166
640000,0.352494,0.18255
650000,0.358531,0.185697
660000,0.366349,0.188389
670000,0.374628,0.190507
680000,0.378906,0.200343
690000,0.385183,0.198265
700000,0.388888,0.207686
710000,0.399184,0.204615
720000,0.409953,0.209208
730000,0.409871,0.209333
740000,0.410901,0.213441
750000,0.429726,0.215578
760000,0.425028,0.218546
770000,0.430929,0.221791
780000,0.46978,0.231023
790000,0.44526,0.232628
800000,0.45163,0.230654
810000,0.455906,0.242708
820000,0.638595,0.235267
830000,0.467557,0.243008
840000,0.476537,0.244785
850000,0.482645,0.250741
860000,0.482859,0.260279
870000,0.551339,0.255
880000,0.533248,0.262221
890000,0.506431,0.282634
900000,0.504924,0.262954
910000,0.518331,0.266836
920000,0.523807,0.274662
930000,0.524021,0.271208
940000,0.534016,0.277664
950000,0.540571,0.276682
960000,0.548356,0.280222
970000,0.550232,0.470953
980000,0.582284,0.300861
990000,0.579801,0.297085
